#hayabusa_pos_X	Y	Z	itokawa_pos_X	Y	Z	earth_pos_X	Y	Z	hayabusa_distance
2003-05-28T17:00:00	-63904166.6826	-131384732.8210	-58695946.2806	224186673.0844	79751562.2780	28518481.9417	-59431978.9837	-127966962.8005	-55479034.8249	 525.2009
2003-05-28T18:00:00	-63815747.2066	-131431151.6189	-58718920.4906	224173809.3864	79819136.1928	28548975.4015	-59335027.0765	-128005895.9261	-55495917.9850	 525.2391
2003-05-28T19:00:00	-63727327.7306	-131477570.4168	-58741894.7006	224160917.6805	79886700.1346	28579465.2942	-59238045.5919	-128044765.6412	-55512773.6666	 525.2775
2003-05-28T20:00:00	-63638908.2547	-131523989.2147	-58764868.9105	224147997.9730	79954254.0966	28609951.6166	-59141034.5806	-128083571.9260	-55529601.8608	 525.3161
2003-05-28T21:00:00	-63550488.7787	-131570408.0126	-58787843.1205	224135050.2706	80021798.0721	28640434.3656	-59043994.0932	-128122314.7604	-55546402.5586	 525.3550
2003-05-28T22:00:00	-63462069.3028	-131616826.8105	-58810817.3305	224122074.5797	80089332.0545	28670913.5379	-58946924.1803	-128160994.1244	-55563175.7510	 525.3940
2003-05-28T23:00:00	-63373649.8268	-131663245.6084	-58833791.5405	224109070.9071	80156856.0371	28701389.1304	-58849824.8927	-128199609.9982	-55579921.4291	 525.4333
2003-05-29T00:00:00	-63285230.3509	-131709664.4063	-58856765.7504	224096039.2591	80224370.0132	28731861.1398	-58752696.2812	-128238162.3619	-55596639.5839	 525.4728
2003-05-29T01:00:00	-63196810.8749	-131756083.2042	-58879739.9604	224082979.6424	80291873.9761	28762329.5631	-58655538.3964	-128276651.1957	-55613330.2065	 525.5125
2003-05-29T02:00:00	-63108391.3990	-131802502.0021	-58902714.1704	224069892.0635	80359367.9192	28792794.3971	-58558351.2893	-128315076.4798	-55629993.2881	 525.5524
2003-05-29T03:00:00	-63019971.9230	-131848920.8000	-58925688.3803	224056776.5289	80426851.8359	28823255.6385	-58461135.0106	-128353438.1946	-55646628.8197	 525.5926
2003-05-29T04:00:00	-62931552.4471	-131895339.5979	-58948662.5903	224043633.0451	80494325.7194	28853713.2842	-58363889.6112	-128391736.3203	-55663236.7926	 525.6329
2003-05-29T05:00:00	-62843132.9711	-131941758.3958	-58971636.8003	224030461.6188	80561789.5631	28884167.3311	-58266615.1421	-128429970.8373	-55679817.1978	 525.6735
2003-05-29T06:00:00	-62754713.4951	-131988177.1937	-58994611.0102	224017262.2564	80629243.3604	28914617.7760	-58169311.6541	-128468141.7261	-55696370.0266	 525.7143
2003-05-29T07:00:00	-62666294.0192	-132034595.9916	-59017585.2202	224004034.9646	80696687.1045	28945064.6157	-58071979.1983	-128506248.9671	-55712895.2702	 525.7554
2003-05-29T08:00:00	-62577874.5432	-132081014.7895	-59040559.4302	223990779.7497	80764120.7890	28975507.8470	-57974617.8255	-128544292.5409	-55729392.9199	 525.7966
2003-05-29T09:00:00	-62489455.0673	-132127433.5874	-59063533.6402	223977496.6184	80831544.4070	29005947.4668	-57877227.5869	-128582272.4280	-55745862.9667	 525.8381
2003-05-29T10:00:00	-62401035.5913	-132173852.3853	-59086507.8501	223964185.5773	80898957.9520	29036383.4720	-57779808.5335	-128620188.6090	-55762305.4021	 525.8798
2003-05-29T11:00:00	-62312616.1154	-132220271.1832	-59109482.0601	223950846.6327	80966361.4174	29066815.8593	-57682360.7163	-128658041.0646	-55778720.2174	 525.9217
2003-05-29T12:00:00	-62224196.6394	-132266689.9811	-59132456.2701	223937479.7914	81033754.7964	29097244.6256	-57584884.1866	-128695829.7756	-55795107.4037	 525.9638
2003-05-29T13:00:00	-62135777.1635	-132313108.7790	-59155430.4800	223924085.0598	81101138.0825	29127669.7677	-57487378.9953	-128733554.7226	-55811466.9525	 526.0061
2003-05-29T14:00:00	-62047357.6875	-132359527.5769	-59178404.6900	223910662.4444	81168511.2691	29158091.2826	-57389845.1938	-128771215.8864	-55827798.8551	 526.0487
2003-05-29T15:00:00	-61958938.2116	-132405946.3748	-59201378.9000	223897211.9518	81235874.3494	29188509.1670	-57292282.8331	-128808813.2481	-55844103.1029	 526.0915
2003-05-29T16:00:00	-61870518.7356	-132452365.1727	-59224353.1099	223883733.5885	81303227.3170	29218923.4177	-57194691.9646	-128846346.7883	-55860379.6873	 526.1345
2003-05-29T17:00:00	-61782099.2597	-132498783.9706	-59247327.3199	223870227.3611	81370570.1651	29249334.0317	-57097072.6395	-128883816.4882	-55876628.5996	 526.1777
2003-05-29T18:00:00	-61693679.7837	-132545202.7685	-59270301.5299	223856693.2760	81437902.8871	29279741.0058	-56999424.9091	-128921222.3286	-55892849.8313	 526.2211
2003-05-29T19:00:00	-61605260.3077	-132591621.5664	-59293275.7399	223843131.3399	81505225.4765	29310144.3368	-56901748.8246	-128958564.2907	-55909043.3739	 526.2648
2003-05-29T20:00:00	-61516840.8318	-132638040.3643	-59316249.9498	223829541.5592	81572537.9266	29340544.0216	-56804044.4376	-128995842.3555	-55925209.2188	 526.3086
2003-05-29T21:00:00	-61428421.3558	-132684459.1622	-59339224.1598	223815923.9405	81639840.2308	29370940.0570	-56706311.7992	-129033056.5041	-55941347.3575	 526.3527
2003-05-29T22:00:00	-61340001.8799	-132730877.9601	-59362198.3698	223802278.4903	81707132.3825	29401332.4400	-56608550.9610	-129070206.7179	-55957457.7816	 526.3970
2003-05-29T23:00:00	-61251582.4039	-132777296.7580	-59385172.5797	223788605.2151	81774414.3752	29431721.1672	-56510761.9744	-129107292.9780	-55973540.4825	 526.4416
2003-05-30T00:00:00	-61163162.9280	-132823715.5558	-59408146.7897	223774904.1215	81841686.2021	29462106.2357	-56412944.8908	-129144315.2657	-55989595.4519	 526.4863
2003-05-30T01:00:00	-61074743.4520	-132870134.3537	-59431120.9997	223761175.2160	81908947.8567	29492487.6422	-56315099.7617	-129181273.5624	-56005622.6812	 526.5313
2003-05-30T02:00:00	-60986323.9761	-132916553.1516	-59454095.2096	223747418.5050	81976199.3324	29522865.3836	-56217226.6387	-129218167.8494	-56021622.1621	 526.5764
2003-05-30T03:00:00	-60897904.5001	-132962971.9495	-59477069.4196	223733633.9952	82043440.6226	29553239.4568	-56119325.5733	-129254998.1083	-56037593.8862	 526.6218
2003-05-30T04:00:00	-60809485.0242	-133009390.7474	-59500043.6296	223719821.6931	82110671.7207	29583609.8587	-56021396.6171	-129291764.3204	-56053537.8452	 526.6675
2003-05-30T05:00:00	-60721065.5482	-133055809.5453	-59523017.8396	223705981.6051	82177892.6202	29613976.5860	-55923439.8217	-129328466.4673	-56069454.0307	 526.7133
2003-05-30T06:00:00	-60632646.0723	-133102228.3432	-59545992.0495	223692113.7379	82245103.3144	29644339.6358	-55825455.2386	-129365104.5308	-56085342.4344	 526.7593
2003-05-30T07:00:00	-60544226.5963	-133148647.1411	-59568966.2595	223678218.0979	82312303.7968	29674699.0047	-55727442.9197	-129401678.4922	-56101203.0480	 526.8056
2003-05-30T08:00:00	-60455807.1203	-133195065.9390	-59591940.4695	223664294.6916	82379494.0608	29705054.6898	-55629402.9165	-129438188.3335	-56117035.8632	 526.8521
2003-05-30T09:00:00	-60367387.6444	-133241484.7369	-59614914.6794	223650343.5256	82446674.0998	29735406.6878	-55531335.2808	-129474634.0362	-56132840.8718	 526.8988
2003-05-30T10:00:00	-60278968.1684	-133287903.5348	-59637888.8894	223636364.6064	82513843.9072	29765754.9956	-55433240.0643	-129511015.5823	-56148618.0655	 526.9457
2003-05-30T11:00:00	-60190548.6925	-133334322.3327	-59660863.0994	223622357.9405	82581003.4765	29796099.6102	-55335117.3188	-129547332.9536	-56164367.4361	 526.9929
